Name,measure,value
Caron Butler ,ORB,0.4662166497232797
Vince Carter ,ORB,-0.4830932705277424
Stephen Jackson ,ORB,-0.16665663044406848
Ben Gordon ,ORB,-0.7995299106114165
Dwight Howard ,ORB,3.103188650420563
Paul Pierce ,ORB,-0.6940510305835252
Al Harrington ,ORB,0.04430112961171417
Jamal Crawford ,ORB,-1.0104876706671992
Yao Ming ,ORB,1.3100476899464104
Richard Jefferson ,ORB,-0.6940510305835252
Jason Terry ,ORB,-0.9050087906393078
Deron Williams ,ORB,-1.0104876706671992
Tim Duncan ,ORB,1.415526569974302
Monta Ellis ,ORB,-0.7995299106114165
Rudy Gay ,ORB,0.04430112961171417
Pau Gasol ,ORB,1.9429209701137586
Andre Iguodala ,ORB,-0.27213551047195966
Corey Maggette ,ORB,-0.3776143904998511
O.J. Mayo ,ORB,-0.6940510305835252
John Salmons ,ORB,-0.6940510305835252
Richard Hamilton ,ORB,-0.6940510305835252
Ray Allen ,ORB,-0.5885721505556337
LaMarcus Aldridge ,ORB,1.6264843300300844
Josh Howard ,ORB,-0.27213551047195966
Maurice Williams ,ORB,-0.7995299106114165
Shaquille O'neal ,ORB,1.204568809918519
Rashard Lewis ,ORB,-0.16665663044406848
Chauncey Billups ,ORB,-1.0104876706671992
Allen Iverson ,ORB,-0.9050087906393078
Nate Robinson ,ORB,-0.06117775041617703
Dwyane Wade ,DRB,-0.3465676017589403
LeBron James ,DRB,1.0080940337808908
Kobe Bryant ,DRB,-0.2336791321306212
Dirk Nowitzki ,DRB,1.572536381922487
Danny Granger ,DRB,-0.0643464276881419
Kevin Durant ,DRB,0.5565401552676138
Kevin Martin ,DRB,-0.8545657150863769
Al Jefferson ,DRB,1.6854248515508063
Chris Paul ,DRB,0.10498627675433687
Carmelo Anthony ,DRB,0.387207450825135
Chris Bosh ,DRB,1.5160921471083275
Brandon Roy ,DRB,-0.6287887758297385
Antawn Jamison ,DRB,1.12098250340921
Tony Parker ,DRB,-1.0238984195288556
Amare Stoudemire ,DRB,0.7823170945242525
Joe Johnson ,DRB,-0.515900306201419
Devin Harris ,DRB,-0.9110099499005365
Michael Redd ,DRB,-1.136786889157175
David West ,DRB,1.0645382685950506
Zachary Randolph ,DRB,1.3467594426658487
Caron Butler ,DRB,-0.0643464276881419
Vince Carter ,DRB,-0.17723489731646125
Stephen Jackson ,DRB,-0.3465676017589403
Ben Gordon ,DRB,-0.9674541847146962
Dwight Howard ,DRB,2.8707537826481584
Paul Pierce ,DRB,0.27431898119681564
Al Harrington ,DRB,0.21787474638265622
Jamal Crawford ,DRB,-1.0803426543430152
Yao Ming ,DRB,1.5160921471083275
Richard Jefferson ,DRB,-0.3465676017589403
Jason Terry ,DRB,-1.4754522980421327
Deron Williams ,DRB,-1.136786889157175
Tim Duncan ,DRB,1.9676460256216044
Monta Ellis ,DRB,-0.40301183657309997
Rudy Gay ,DRB,-0.17723489731646125
Pau Gasol ,DRB,1.0645382685950506
Andre Iguodala ,DRB,0.048542041940176944
Corey Maggette ,DRB,0.048542041940176944
O.J. Mayo ,DRB,-0.7981214802722172
John Salmons ,DRB,-0.5723445410155787
Richard Hamilton ,DRB,-1.1932311239713347
Ray Allen ,DRB,-1.0238984195288556
LaMarcus Aldridge ,DRB,0.048542041940176944
Josh Howard ,DRB,-0.3465676017589403
Maurice Williams ,DRB,-0.9110099499005365
Shaquille O'neal ,DRB,0.7823170945242525
Rashard Lewis ,DRB,0.048542041940176944
Chauncey Billups ,DRB,-1.0803426543430152
Allen Iverson ,DRB,-1.136786889157175
Nate Robinson ,DRB,-1.0803426543430152
Dwyane Wade ,TRB,-0.3287465372514301
LeBron James ,TRB,0.660537023921855
Kobe Bryant ,TRB,-0.25264780177656193
Dirk Nowitzki ,TRB,0.9649319658213276
Danny Granger ,TRB,-0.2906971695139962
Kevin Durant ,TRB,0.24199397881008058
Kevin Martin ,TRB,-0.8614376855755067
Al Jefferson ,TRB,1.9542155269946127
Chris Paul ,TRB,-0.13849969856425987
Carmelo Anthony ,TRB,0.3561420820223826
Chris Bosh ,TRB,1.573721849620272
Brandon Roy ,TRB,-0.44289464046373217
Antawn Jamison ,TRB,1.1551788045084979
Tony Parker ,TRB,-1.051684524262677
Amare Stoudemire ,TRB,0.8507838626090252
Joe Johnson ,TRB,-0.5570427436760342
Devin Harris ,TRB,-0.975585788787809
Michael Redd ,TRB,-1.0136351565252428
David West ,TRB,1.0029813335587614
Zachary Randolph ,TRB,1.6117712173577061
Caron Butler ,TRB,0.12784587559777852
Vince Carter ,TRB,-0.2906971695139962
Stephen Jackson ,TRB,-0.2906971695139962
Ben Gordon ,TRB,-0.8994870533129408
Dwight Howard ,TRB,3.019597823642766
Paul Pierce ,TRB,-0.10045033082682597
Al Harrington ,TRB,0.12784587559777852
Jamal Crawford ,TRB,-1.089733892000111
Yao Ming ,TRB,1.5356724818828382
Richard Jefferson ,TRB,-0.4809440082011664
Jason Terry ,TRB,-1.3180300984247153
Deron Williams ,TRB,-1.127783259737545
Tim Duncan ,TRB,1.8400674237823103
Monta Ellis ,TRB,-0.5950921114134685
Rudy Gay ,TRB,-0.13849969856425987
Pau Gasol ,TRB,1.4215243786705358
Andre Iguodala ,TRB,-0.06240096308939172
Corey Maggette ,TRB,-0.13849969856425987
O.J. Mayo ,TRB,-0.7853389501006387
John Salmons ,TRB,-0.6331414791509024
Richard Hamilton ,TRB,-1.051684524262677
Ray Allen ,TRB,-0.8994870533129408
LaMarcus Aldridge ,TRB,0.622487656184421
Josh Howard ,TRB,-0.2906971695139962
Maurice Williams ,TRB,-0.9375364210503748
Shaquille O'neal ,TRB,0.9649319658213276
Rashard Lewis ,TRB,-0.06240096308939172
Chauncey Billups ,TRB,-1.089733892000111
Allen Iverson ,TRB,-1.089733892000111
Nate Robinson ,TRB,-0.7472895823632046
Dwyane Wade ,AST,1.6522466607107822
LeBron James ,AST,1.5161472652650836
Kobe Bryant ,AST,0.4727185668480603
Dirk Nowitzki ,AST,-0.6614430618660958
Danny Granger ,AST,-0.525343666420397
Kevin Durant ,AST,-0.47997720127183086
Kevin Martin ,AST,-0.525343666420397
Al Jefferson ,AST,-1.0243747830546255
Chris Paul ,AST,3.2400729409106
Carmelo Anthony ,AST,-0.20777841038043343
Chris Bosh ,AST,-0.6160765967175295
Brandon Roy ,AST,0.5634514971451924
Antawn Jamison ,AST,-0.888275387608927
Tony Parker ,AST,1.380047869819385
Amare Stoudemire ,AST,-0.8429089224603606
Joe Johnson ,AST,0.8810167531851562
Devin Harris ,AST,1.380047869819385
Michael Redd ,AST,-0.525343666420397
David West ,AST,-0.706809527014662
Zachary Randolph ,AST,-0.7975424573117944
Caron Butler ,AST,0.20051977595666262
Vince Carter ,AST,0.3819856365509277
Stephen Jackson ,AST,1.1985820092251198
Ben Gordon ,AST,-0.20777841038043343
Dwight Howard ,AST,-1.1151077133517582
Paul Pierce ,AST,-0.11704548008330089
Al Harrington ,AST,-1.1151077133517582
Jamal Crawford ,AST,0.2458862411052291
Yao Ming ,AST,-0.933641852757493
Richard Jefferson ,AST,-0.6614430618660958
Jason Terry ,AST,-0.20777841038043343
Deron Williams ,AST,3.103973545464901
Tim Duncan ,AST,-0.16241194523186717
Monta Ellis ,AST,-0.07167901493473461
Rudy Gay ,AST,-0.9790083179060595
Pau Gasol ,AST,-0.16241194523186717
Andre Iguodala ,AST,0.654184427442325
Corey Maggette ,AST,-0.933641852757493
O.J. Mayo ,AST,-0.2985113406775658
John Salmons ,AST,-0.2985113406775658
Richard Hamilton ,AST,0.2458862411052291
Ray Allen ,AST,-0.47997720127183086
LaMarcus Aldridge ,AST,-0.888275387608927
Josh Howard ,AST,-1.0243747830546255
Maurice Williams ,AST,0.10978684565953008
Shaquille O'neal ,AST,-0.9790083179060595
Rashard Lewis ,AST,-0.5707101315689632
Chauncey Billups ,AST,1.1532155440765537
Allen Iverson ,AST,0.5180850319966264
Nate Robinson ,AST,0.10978684565953008
Dwyane Wade ,STL,2.5582381771520395
LeBron James ,STL,1.3672520611594694
Kobe Bryant ,STL,0.8908576147624416
Dirk Nowitzki ,STL,-0.7765229476271555
Danny Granger ,STL,-0.30012850123012774
Kevin Durant ,STL,0.414463168365414
Kevin Martin ,STL,0.1762659451668999
Al Jefferson ,STL,-0.7765229476271555
Chris Paul ,STL,3.987421516343122
Carmelo Anthony ,STL,-0.06193127803161366
Chris Bosh ,STL,-0.5383257244286416
Brandon Roy ,STL,-0.06193127803161366
Antawn Jamison ,STL,0.1762659451668999
Tony Parker ,STL,-0.5383257244286416
Amare Stoudemire ,STL,-0.5383257244286416
Joe Johnson ,STL,-0.06193127803161366
Devin Harris ,STL,1.3672520611594694
Michael Redd ,STL,-0.06193127803161366
David West ,STL,-1.2529173940241833
Zachary Randolph ,STL,-0.5383257244286416
Caron Butler ,STL,1.1290548379609557
Vince Carter ,STL,-0.30012850123012774
Stephen Jackson ,STL,0.8908576147624416
Ben Gordon ,STL,-0.5383257244286416
Dwight Howard ,STL,-0.30012850123012774
Paul Pierce ,STL,-0.30012850123012774
Al Harrington ,STL,0.1762659451668999
Jamal Crawford ,STL,-0.5383257244286416
Yao Ming ,STL,-1.7293118404212111
Richard Jefferson ,STL,-0.7765229476271555
Jason Terry ,STL,0.414463168365414
Deron Williams ,STL,-0.06193127803161366
Tim Duncan ,STL,-1.4911146172226972
Monta Ellis ,STL,1.1290548379609557
Rudy Gay ,STL,0.1762659451668999
Pau Gasol ,STL,-1.2529173940241833
Andre Iguodala ,STL,1.1290548379609557
Corey Maggette ,STL,-0.5383257244286416
O.J. Mayo ,STL,-0.06193127803161366
John Salmons ,STL,-0.06193127803161366
Richard Hamilton ,STL,-1.2529173940241833
Ray Allen ,STL,-0.5383257244286416
LaMarcus Aldridge ,STL,-0.30012850123012774
Josh Howard ,STL,-0.06193127803161366
Maurice Williams ,STL,-0.5383257244286416
Shaquille O'neal ,STL,-1.0147201708256695
Rashard Lewis ,STL,-0.30012850123012774
Chauncey Billups ,STL,0.1762659451668999
Allen Iverson ,STL,0.8908576147624416
Nate Robinson ,STL,0.414463168365414
Dwyane Wade ,BLK,1.206464582118274
LeBron James ,BLK,0.8627424789506748
Kobe Bryant ,BLK,-0.16842383055212368
Dirk Nowitzki ,BLK,0.34715932419927553
Danny Granger ,BLK,1.3783256337020735
Kevin Durant ,BLK,0.17529827261547568
Kevin Martin ,BLK,-0.6840069853035228
Al Jefferson ,BLK,1.8939087884534727
Chris Paul ,BLK,-0.8558680368873226
Carmelo Anthony ,BLK,-0.34028488213592334
Chris Bosh ,BLK,0.6908814273668749
Brandon Roy ,BLK,-0.5121459337197232
Antawn Jamison ,BLK,-0.5121459337197232
Tony Parker ,BLK,-0.8558680368873226
Amare Stoudemire ,BLK,0.8627424789506748
Joe Johnson ,BLK,-0.6840069853035228
Devin Harris ,BLK,-0.6840069853035228
Michael Redd ,BLK,-0.8558680368873226
David West ,BLK,0.5190203757830752
Zachary Randolph ,BLK,-0.5121459337197232
Caron Butler ,BLK,-0.5121459337197232
Vince Carter ,BLK,-0.16842383055212368
Stephen Jackson ,BLK,-0.16842383055212368
Ben Gordon ,BLK,-0.5121459337197232
Dwight Howard ,BLK,3.9562414074590695
Paul Pierce ,BLK,-0.5121459337197232
Al Harrington ,BLK,-0.5121459337197232
Jamal Crawford ,BLK,-0.6840069853035228
Yao Ming ,BLK,2.2376308916210723
Richard Jefferson ,BLK,-0.6840069853035228
Jason Terry ,BLK,-0.5121459337197232
Deron Williams ,BLK,-0.5121459337197232
Tim Duncan ,BLK,1.8939087884534727
Monta Ellis ,BLK,-0.5121459337197232
Rudy Gay ,BLK,0.17529827261547568
Pau Gasol ,BLK,0.6908814273668749
Andre Iguodala ,BLK,-0.34028488213592334
Corey Maggette ,BLK,-0.6840069853035228
O.J. Mayo ,BLK,-0.6840069853035228
John Salmons ,BLK,-0.5121459337197232
Richard Hamilton ,BLK,-0.8558680368873226
Ray Allen ,BLK,-0.6840069853035228
LaMarcus Aldridge ,BLK,0.6908814273668749
Josh Howard ,BLK,0.003437221031675997
Maurice Williams ,BLK,-0.8558680368873226
Shaquille O'neal ,BLK,1.3783256337020735
Rashard Lewis ,BLK,0.003437221031675997
Chauncey Billups ,BLK,-0.6840069853035228
Allen Iverson ,BLK,-0.8558680368873226
Nate Robinson ,BLK,-0.8558680368873226
Dwyane Wade ,TO,1.7904454258335505
LeBron James ,TO,1.0596513744729177
Kobe Bryant ,TO,0.32885732311228505
Dirk Nowitzki ,TO,-0.9500322667688227
Danny Granger ,TO,0.14615881027212668
Kevin Durant ,TO,1.0596513744729177
Kevin Martin ,TO,0.8769528616327593
Al Jefferson ,TO,-1.1327307796089807
Chris Paul ,TO,1.0596513744729177
Carmelo Anthony ,TO,1.0596513744729177
Chris Bosh ,TO,-0.21923821540819005
Brandon Roy ,TO,-0.9500322667688227
Antawn Jamison ,TO,-1.6808263181294554
Tony Parker ,TO,0.32885732311228505
Amare Stoudemire ,TO,0.694254348792601
Joe Johnson ,TO,0.14615881027212668
Devin Harris ,TO,1.242349887313076
Michael Redd ,TO,-1.498127805289297
David West ,TO,-0.584635241088506
Zachary Randolph ,TO,-0.21923821540819005
Caron Butler ,TO,1.242349887313076
Vince Carter ,TO,-0.584635241088506
Stephen Jackson ,TO,2.7039379900343414
Ben Gordon ,TO,-0.03653970256803167
Dwight Howard ,TO,1.0596513744729177
Paul Pierce ,TO,0.694254348792601
Al Harrington ,TO,-0.4019367282483476
Jamal Crawford ,TO,-0.21923821540819005
Yao Ming ,TO,1.0596513744729177
Richard Jefferson ,TO,-0.7673337539286643
Jason Terry ,TO,-1.498127805289297
Deron Williams ,TO,1.7904454258335505
Tim Duncan ,TO,-0.4019367282483476
Monta Ellis ,TO,0.5115558359524435
Rudy Gay ,TO,0.32885732311228505
Pau Gasol ,TO,-0.9500322667688227
Andre Iguodala ,TO,0.5115558359524435
Corey Maggette ,TO,-0.03653970256803167
O.J. Mayo ,TO,0.694254348792601
John Salmons ,TO,-0.584635241088506
Richard Hamilton ,TO,-0.7673337539286643
Ray Allen ,TO,-1.315429292449139
LaMarcus Aldridge ,TO,-1.6808263181294554
Josh Howard ,TO,-1.315429292449139
Maurice Williams ,TO,-0.4019367282483476
Shaquille O'neal ,TO,-0.4019367282483476
Rashard Lewis ,TO,-0.7673337539286643
Chauncey Billups ,TO,-0.4019367282483476
Allen Iverson ,TO,0.32885732311228505
Nate Robinson ,TO,-0.9500322667688227
Dwyane Wade ,PF,-0.2984567929020411
LeBron James ,PF,-1.390371888885117
Kobe Bryant ,PF,-0.2984567929020411
Dirk Nowitzki ,PF,-0.4804426422325531
Danny Granger ,PF,1.157430001742061
Kevin Durant ,PF,-1.2083860395546042
Kevin Martin ,PF,-0.2984567929020411
Al Jefferson ,PF,0.6114724537505224
Chris Paul ,PF,0.42948660442001035
Carmelo Anthony ,PF,0.9754441524115481
Chris Bosh ,PF,0.06551490575898462
Brandon Roy ,PF,-1.5723577382156295
Antawn Jamison ,PF,0.42948660442001035
Tony Parker ,PF,-1.7543435875461424
Amare Stoudemire ,PF,1.157430001742061
Joe Johnson ,PF,-0.4804426422325531
Devin Harris ,PF,-0.11647094357152822
Michael Redd ,PF,-1.9363294368766553
David West ,PF,0.42948660442001035
Zachary Randolph ,PF,0.42948660442001035
Caron Butler ,PF,0.06551490575898462
Vince Carter ,PF,0.7934583030810353
Stephen Jackson ,PF,0.24750075508949748
Ben Gordon ,PF,-0.4804426422325531
Dwight Howard ,PF,1.7033875497335986
Paul Pierce ,PF,0.42948660442001035
Al Harrington ,PF,1.157430001742061
Jamal Crawford ,PF,-1.9363294368766553
Yao Ming ,PF,1.5214017004030858
Richard Jefferson ,PF,1.157430001742061
Jason Terry ,PF,-1.0264001902240918
Deron Williams ,PF,-0.8444143408935788
Tim Duncan ,PF,-0.2984567929020411
Monta Ellis ,PF,0.42948660442001035
Rudy Gay ,PF,0.6114724537505224
Pau Gasol ,PF,-0.6624284915630659
Andre Iguodala ,PF,-1.0264001902240918
Corey Maggette ,PF,2.4313309470556494
O.J. Mayo ,PF,0.06551490575898462
John Salmons ,PF,-0.2984567929020411
Richard Hamilton ,PF,0.24750075508949748
Ray Allen ,PF,-0.8444143408935788
LaMarcus Aldridge ,PF,0.24750075508949748
Josh Howard ,PF,0.24750075508949748
Maurice Williams ,PF,0.42948660442001035
Shaquille O'neal ,PF,1.7033875497335986
Rashard Lewis ,PF,0.06551490575898462
Chauncey Billups ,PF,-0.8444143408935788
Allen Iverson ,PF,-1.7543435875461424
Nate Robinson ,PF,0.6114724537505224
