Name,measure,value
Danny Granger ,FTA,0.5579463496052693
Kevin Durant ,FTA,0.6650377794719233
Kevin Martin ,FTA,2.378500657338393
Al Jefferson ,FTA,-0.45942223412794686
Chris Paul ,FTA,0.45085491973861497
Carmelo Anthony ,FTA,0.6650377794719233
Chris Bosh ,FTA,1.146949213871868
Brandon Roy ,FTA,0.34376348987196054
Antawn Jamison ,FTA,-0.13814794452798407
Tony Parker ,FTA,-0.45942223412794686
Amare Stoudemire ,FTA,0.7721292093385778
Joe Johnson ,FTA,-0.6736050938612557
Devin Harris ,FTA,1.5753149333384857
Michael Redd ,FTA,-0.5129679490612739
David West ,FTA,-0.19169365946131106
Zachary Randolph ,FTA,-0.5129679490612739
Caron Butler ,FTA,0.07603491520532475
Vince Carter ,FTA,-0.40587651919461987
Stephen Jackson ,FTA,0.07603491520532475
Ben Gordon ,FTA,-0.6200593789279283
Dwight Howard ,FTA,2.592683517071701
Paul Pierce ,FTA,0.504400634671942
Al Harrington ,FTA,-0.9948793834612185
Jamal Crawford ,FTA,-0.2987850893279655
Yao Ming ,FTA,-0.08460222959465663
Richard Jefferson ,FTA,0.23667206000530613
Jason Terry ,FTA,-1.53033653279449
Deron Williams ,FTA,-0.13814794452798407
Tim Duncan ,FTA,0.2902177749386336
Monta Ellis ,FTA,-1.101970813327873
Rudy Gay ,FTA,-0.7806965237279097
Pau Gasol ,FTA,-0.24523937439463803
Andre Iguodala ,FTA,0.2902177749386336
Corey Maggette ,FTA,1.200494928805195
O.J. Mayo ,FTA,-1.3161536730611816
John Salmons ,FTA,-0.7806965237279097
Richard Hamilton ,FTA,-1.0484250983945458
Ray Allen ,FTA,-1.4232451029278357
LaMarcus Aldridge ,FTA,-0.9413336685278915
Josh Howard ,FTA,-0.8877879535945641
Maurice Williams ,FTA,-1.6374279626611445
Shaquille O'neal ,FTA,0.5579463496052693
Rashard Lewis ,FTA,-1.3161536730611816
Chauncey Billups ,FTA,-0.03105651466132966
Allen Iverson ,FTA,0.12958063013865173
Nate Robinson ,FTA,-0.9948793834612185
Dwyane Wade ,FTP,-0.7401673369167684
LeBron James ,FTP,-0.5233214374294338
Kobe Bryant ,FTP,0.5753644533063931
Dirk Nowitzki ,FTP,1.0668818254776848
Danny Granger ,FTP,0.8934051058878172
Kevin Durant ,FTP,0.6765592064004826
Kevin Martin ,FTP,0.7343847795971051
Al Jefferson ,FTP,-1.1304899559939705
Chris Paul ,FTP,0.7488411728962607
Carmelo Anthony ,FTP,-0.3353883245404105
Chris Bosh ,FTP,0.011565114639323226
Brandon Roy ,FTP,0.11275986773341269
Antawn Jamison ,FTP,-0.8991876632074803
Tony Parker ,FTP,-0.4944086508311225
Amare Stoudemire ,FTP,0.27178019402412473
Joe Johnson ,FTP,0.14167265433172396
Devin Harris ,FTP,0.05493429453679014
Michael Redd ,FTP,-0.031804065258143686
David West ,FTP,0.980143465682751
Zachary Randolph ,FTP,-1.1883155291905931
Caron Butler ,FTP,0.6042772399047044
Vince Carter ,FTP,0.011565114639323226
Stephen Jackson ,FTP,0.14167265433172396
Ben Gordon ,FTP,0.6910155996996382
Dwight Howard ,FTP,-3.212210591072381
Paul Pierce ,FTP,0.19949822752834653
Al Harrington ,FTP,-0.3353883245404105
Jamal Crawford ,FTP,0.8066667460928834
Yao Ming ,FTP,0.7199283862979495
Richard Jefferson ,FTP,-0.16191160495054283
Jason Terry ,FTP,0.9223178924861284
Deron Williams ,FTP,0.47416970021230365
Tim Duncan ,FTP,-1.79548404775513
Monta Ellis ,FTP,0.19949822752834653
Rudy Gay ,FTP,-0.7112545503184571
Pau Gasol ,FTP,-0.5088650441302781
Andre Iguodala ,FTP,-1.3328794621821496
Corey Maggette ,FTP,0.11275986773341269
O.J. Mayo ,FTP,0.9078614991869728
John Salmons ,FTP,0.19949822752834653
Richard Hamilton ,FTP,0.459713306913148
Ray Allen ,FTP,1.9631782100253328
LaMarcus Aldridge ,FTP,-0.5088650441302781
Josh Howard ,FTP,-0.4944086508311225
Maurice Williams ,FTP,1.384922478059109
Shaquille O'neal ,FTP,-3.197754197773225
Rashard Lewis ,FTP,0.28623658732328033
Chauncey Billups ,FTP,1.3993788713582644
Allen Iverson ,FTP,-0.5088650441302781
Nate Robinson ,FTP,0.35851855381905856
Dwyane Wade ,X3PM,-0.10800440843317105
LeBron James ,X3PM,0.4920200828622246
Kobe Bryant ,X3PM,0.25201028634406614
Dirk Nowitzki ,X3PM,-0.4680191032104085
Danny Granger ,X3PM,1.812073963712095
Kevin Durant ,X3PM,0.13200538808498716
Kevin Martin ,X3PM,1.3320543706757781
Al Jefferson ,X3PM,-1.4280582892830416
Chris Paul ,X3PM,-0.4680191032104085
Carmelo Anthony ,X3PM,-0.22800930669225028
Chris Bosh ,X3PM,-1.1880484927648833
Brandon Roy ,X3PM,-0.10800440843317105
Antawn Jamison ,X3PM,0.25201028634406614
Tony Parker ,X3PM,-1.0680435945058042
Amare Stoudemire ,X3PM,-1.3080533910239625
Joe Johnson ,X3PM,0.8520347776394618
Devin Harris ,X3PM,-0.3480142049513294
Michael Redd ,X3PM,1.0920445741576204
David West ,X3PM,-1.3080533910239625
Zachary Randolph ,X3PM,-0.7080288997285669
Caron Butler ,X3PM,-0.22800930669225028
Vince Carter ,X3PM,0.8520347776394618
Stephen Jackson ,X3PM,0.6120249811213035
Ben Gordon ,X3PM,1.0920445741576204
Dwight Howard ,X3PM,-1.4280582892830416
Paul Pierce ,X3PM,0.37201518460314537
Al Harrington ,X3PM,1.3320543706757781
Jamal Crawford ,X3PM,1.2120494724166995
Yao Ming ,X3PM,-1.4280582892830416
Richard Jefferson ,X3PM,0.25201028634406614
Jason Terry ,X3PM,1.3320543706757781
Deron Williams ,X3PM,-0.22800930669225028
Tim Duncan ,X3PM,-1.4280582892830416
Monta Ellis ,X3PM,-1.0680435945058042
Rudy Gay ,X3PM,-0.10800440843317105
Pau Gasol ,X3PM,-1.4280582892830416
Andre Iguodala ,X3PM,-0.22800930669225028
Corey Maggette ,X3PM,-0.828033797987646
O.J. Mayo ,X3PM,0.7320298793803828
John Salmons ,X3PM,0.4920200828622246
Richard Hamilton ,X3PM,-0.22800930669225028
Ray Allen ,X3PM,1.5720641671939366
LaMarcus Aldridge ,X3PM,-1.3080533910239625
Josh Howard ,X3PM,-0.10800440843317105
Maurice Williams ,X3PM,1.3320543706757781
Shaquille O'neal ,X3PM,-1.4280582892830416
Rashard Lewis ,X3PM,1.932078861971174
Chauncey Billups ,X3PM,1.0920445741576204
Allen Iverson ,X3PM,-0.828033797987646
Nate Robinson ,X3PM,0.6120249811213035
Dwyane Wade ,X3PA,0.1303647286053605
LeBron James ,X3PA,0.6971678964547545
Kobe Bryant ,X3PA,0.4137663125300573
Dirk Nowitzki ,X3PA,-0.530905633885599
Danny Granger ,X3PA,1.641839842870411
Kevin Durant ,X3PA,-0.05856966067777076
Kevin Martin ,X3PA,1.0278030777002343
Al Jefferson ,X3PA,-1.4755775803012556
Chris Paul ,X3PA,-0.43643843924403347
Carmelo Anthony ,X3PA,-0.2947376472816849
Chris Bosh ,X3PA,-1.2394095936973415
Brandon Roy ,X3PA,-0.20027045264011936
Antawn Jamison ,X3PA,0.31929911788849175
Tony Parker ,X3PA,-1.097708801734993
Amare Stoudemire ,X3PA,-1.4755775803012556
Joe Johnson ,X3PA,0.9333358830586687
Devin Harris ,X3PA,-0.011336063356987888
Michael Redd ,X3PA,1.2167374669833655
David West ,X3PA,-1.38111038565969
Zachary Randolph ,X3PA,-0.6253728285271648
Caron Butler ,X3PA,-0.05856966067777076
Vince Carter ,X3PA,0.7916350910963202
Stephen Jackson ,X3PA,0.9333358830586687
Ben Gordon ,X3PA,0.8861022857378855
Dwight Howard ,X3PA,-1.5228111776220383
Paul Pierce ,X3PA,0.2720655205677089
Al Harrington ,X3PA,1.5001390509080625
Jamal Crawford ,X3PA,1.3584382589457138
Yao Ming ,X3PA,-1.5228111776220383
Richard Jefferson ,X3PA,0.17759832592614339
Jason Terry ,X3PA,1.405671856266497
Deron Williams ,X3PA,0.03589753396379477
Tim Duncan ,X3PA,-1.5228111776220383
Monta Ellis ,X3PA,-1.05047520441421
Rudy Gay ,X3PA,-0.05856966067777076
Pau Gasol ,X3PA,-1.5228111776220383
Andre Iguodala ,X3PA,-0.011336063356987888
Corey Maggette ,X3PA,-0.6253728285271648
O.J. Mayo ,X3PA,0.6499342991339714
John Salmons ,X3PA,0.2720655205677089
Richard Hamilton ,X3PA,-0.20027045264011936
Ray Allen ,X3PA,1.405671856266497
LaMarcus Aldridge ,X3PA,-1.38111038565969
Josh Howard ,X3PA,-0.011336063356987888
Maurice Williams ,X3PA,0.9333358830586687
Shaquille O'neal ,X3PA,-1.5228111776220383
Rashard Lewis ,X3PA,1.7835406348327594
Chauncey Billups ,X3PA,0.8388686884171029
Allen Iverson ,X3PA,-0.7198400231687304
Nate Robinson ,X3PA,0.9333358830586687
Dwyane Wade ,X3PP,-0.1574909776479611
LeBron James ,X3PP,0.02738973524312374
Kobe Bryant ,X3PP,0.07532177191859028
Dirk Nowitzki ,X3PP,0.13010124240483775
Danny Granger ,X3PP,0.4382357638899798
Kevin Durant ,X3PP,0.5614895724840363
Kevin Martin ,X3PP,0.5135575358085698
Al Jefferson ,X3PP,-2.3281274956655156
Chris Paul ,X3PP,0.16433841145874242
Carmelo Anthony ,X3PP,0.21227044813420898
Chris Bosh ,X3PP,-0.650506212024188
Brandon Roy ,X3PP,0.2533550509988946
Antawn Jamison ,X3PP,0.07532177191859028
Tony Parker ,X3PP,-0.3286768229174845
Amare Stoudemire ,X3PP,0.6094216091595028
Joe Johnson ,X3PP,0.1369486762156187
Devin Harris ,X3PP,-0.3355242567282654
Michael Redd ,X3PP,0.1780332790803043
David West ,X3PP,-0.6847433810780927
Zachary Randolph ,X3PP,-0.06847433810780897
Caron Butler ,X3PP,-0.20542301432342766
Vince Carter ,X3PP,0.3081345214851421
Stephen Jackson ,X3PP,-0.01369486762156149
Ben Gordon ,X3PP,0.47932036675466505
Dwight Howard ,X3PP,-2.3281274956655156
Paul Pierce ,X3PP,0.34921912434982766
Al Harrington ,X3PP,0.16433841145874242
Jamal Crawford ,X3PP,0.1369486762156187
Yao Ming ,X3PP,4.519306315115413
Richard Jefferson ,X3PP,0.3903037272145133
Jason Terry ,X3PP,0.1780332790803043
Deron Williams ,X3PP,-0.20542301432342766
Tim Duncan ,X3PP,-2.3281274956655156
Monta Ellis ,X3PP,-0.21911788194498955
Rudy Gay ,X3PP,0.07532177191859028
Pau Gasol ,X3PP,1.0955894097249488
Andre Iguodala ,X3PP,-0.22596531575577047
Corey Maggette ,X3PP,-0.5957267415379406
O.J. Mayo ,X3PP,0.30128708767436113
John Salmons ,X3PP,0.5272524034301316
Richard Hamilton ,X3PP,0.19172814670186616
Ray Allen ,X3PP,0.4724729329438841
LaMarcus Aldridge ,X3PP,-0.6162690429702834
Josh Howard ,X3PP,0.03423716905390468
Maurice Williams ,X3PP,0.6573536458349694
Shaquille O'neal ,X3PP,-2.3281274956655156
Rashard Lewis ,X3PP,0.3903037272145133
Chauncey Billups ,X3PP,0.4656254991331032
Allen Iverson ,X3PP,-0.3903037272145129
Nate Robinson ,X3PP,-0.10271150716171364
Dwyane Wade ,ORB,-0.27213551047195966
LeBron James ,ORB,-0.06117775041617703
Kobe Bryant ,ORB,-0.27213551047195966
Dirk Nowitzki ,ORB,-0.27213551047195966
Danny Granger ,ORB,-0.6940510305835252
Kevin Durant ,ORB,-0.3776143904998511
Kevin Martin ,ORB,-0.7995299106114165
Al Jefferson ,ORB,2.153878730169541
Chris Paul ,ORB,-0.4830932705277424
Carmelo Anthony ,ORB,0.25525888966749705
Chris Bosh ,ORB,1.521005450002193
Brandon Roy ,ORB,-0.06117775041617703
Antawn Jamison ,ORB,1.0990899298906276
Tony Parker ,ORB,-1.0104876706671992
Amare Stoudemire ,ORB,0.8881321698348452
Joe Johnson ,ORB,-0.5885721505556337
Devin Harris ,ORB,-1.0104876706671992
Michael Redd ,ORB,-0.6940510305835252
David West ,ORB,0.7826532898069538
Zachary Randolph ,ORB,1.8374420900858672
